make,fuel_type,aspiration,num_of_doors,body_style,drive_wheels,engine_location,wheel_base,length,width,height,curb_weight,engine_type,num_of_cylinders,engine_size,fuel_system,bore,stroke,compression_ratio,horsepower,peak_rpm,city_mpg,highway_mpg,lnprice
nissan,gas,std,four,sedan,fwd,front,0.273580049,0.857283974,0.276731186,0.564139895,0.97117,ohcv,cinco-seis,1.380719784,mpfi,0.346277971,0.037503138,-0.28834891,1.215092888,0.148721937,-0.953011688,-0.837195385,0.34457789
nissan,gas,std,two,hatchback,rwd,front,-1.241301463,-0.272139801,0.930947416,-1.651194847,0.992347928,ohcv,cinco-seis,1.380719784,mpfi,0.346277971,0.037503138,-0.28834891,1.417197588,0.148721937,-0.953011688,-0.837195385,0.823198872
nissan,gas,turbo,two,hatchback,rwd,front,-1.241301463,-0.272139801,0.930947416,-1.651194847,1.123266028,ohcv,cinco-seis,1.380719784,mpfi,0.346277971,0.037503138,-0.591200211,2.427721085,0.148721937,-1.259470349,-1.128332032,1.09135441
nissan,gas,std,two,hatchback,rwd,front,0.073815454,0.361637569,0.930947416,-1.651194847,1.123266028,ohcv,cinco-seis,1.380719784,mpfi,0.346277971,0.037503138,-0.28834891,1.417197588,0.148721937,-0.953011688,-0.837195385,0.956460136
peugot,gas,std,four,sedan,rwd,front,1.522108768,1.027916342,1.16459607,1.220535374,0.894159353,l,cuatro-o-menos,-0.162669945,mpfi,0.456108271,-0.217704935,-0.439774561,-0.174376921,-0.270357061,-0.953011688,-0.982763709,0.095468392
peugot,diesel,turbo,four,sedan,rwd,front,1.522108768,1.027916342,1.16459607,1.220535374,1.234931466,l,cuatro-o-menos,0.646977126,idi,1.334750672,0.835028365,2.740164105,-0.224903095,-2.051442802,0.426052284,0.327351206,0.30032129
peugot,gas,std,four,wagon,rwd,front,2.570872891,2.019209152,1.16459607,2.041029723,1.29846525,l,cuatro-o-menos,-0.162669945,mpfi,0.456108271,-0.217704935,-0.439774561,-0.174376921,-0.270357061,-0.953011688,-0.982763709,0.183153967
peugot,diesel,turbo,four,wagon,rwd,front,2.570872891,2.019209152,1.16459607,2.041029723,1.683518485,l,cuatro-o-menos,0.646977126,idi,1.334750672,0.835028365,2.740164105,-0.224903095,-2.051442802,-0.033635707,-0.837195385,0.396723276
peugot,gas,std,four,sedan,rwd,front,1.522108768,1.027916342,1.16459607,1.220535374,1.000048992,l,cuatro-o-menos,-0.162669945,mpfi,0.456108271,-3.407805847,-0.439774561,-0.224903095,-0.270357061,-0.953011688,-0.982763709,0.627860135
peugot,diesel,turbo,four,sedan,rwd,front,1.522108768,1.027916342,1.16459607,1.220535374,1.340821105,l,cuatro-o-menos,0.646977126,idi,1.334750672,0.835028365,2.740164105,-0.224903095,-2.051442802,0.426052284,0.327351206,0.788547186
peugot,gas,std,four,wagon,rwd,front,2.570872891,2.019209152,1.16459607,1.220535374,1.404354889,l,cuatro-o-menos,-0.162669945,mpfi,0.456108271,-3.407805847,-0.439774561,-0.224903095,-0.270357061,-0.953011688,-0.982763709,0.764433238
peugot,diesel,turbo,four,wagon,rwd,front,2.570872891,2.019209152,1.16459607,2.041029723,1.789408124,l,cuatro-o-menos,0.646977126,idi,1.334750672,0.835028365,2.740164105,-0.224903095,-2.051442802,-0.033635707,-0.837195385,0.808901952
peugot,gas,std,four,sedan,rwd,front,1.522108768,1.027916342,1.16459607,1.220535374,1.000048992,l,cuatro-o-menos,-0.162669945,mpfi,0.456108271,-0.217704935,-0.439774561,-0.174376921,-0.270357061,-0.953011688,-0.982763709,0.756725491
peugot,diesel,turbo,four,sedan,rwd,front,1.522108768,1.027916342,1.16459607,1.220535374,1.340821105,l,cuatro-o-menos,0.646977126,idi,1.334750672,0.835028365,2.740164105,-0.224903095,-2.051442802,0.426052284,0.327351206,0.907644421
peugot,gas,turbo,four,sedan,rwd,front,1.538755817,1.027916342,1.117866339,0.933362352,1.105938632,l,cuatro-o-menos,0.191550648,mpfi,1.005259771,-0.153902917,-0.793101079,0.962462014,0.986879933,-1.106241019,-0.982763709,0.929537706
plymouth,gas,std,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.199922955,-1.227483973,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,1.805116257,1.491897797,-1.403774728
plymouth,gas,turbo,two,hatchback,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.199922955,-0.823178076,ohc,cuatro-o-menos,-0.719302306,spdi,-1.118126031,0.420315247,-0.641675428,-0.048061483,0.777340434,-0.186865037,-0.109353765,-0.699783783
plymouth,gas,std,four,hatchback,fwd,front,-0.841772273,-1.360936822,-0.984971544,-1.28197239,-1.13314593,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-1.183543165
plymouth,gas,std,four,sedan,fwd,front,-0.841772273,-0.548401732,-0.984971544,-1.199922955,-1.090790074,ohc,cuatro-o-menos,-0.921714074,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-1.041880781
plymouth,gas,std,four,sedan,fwd,front,-0.841772273,-0.548401732,-0.984971544,-1.199922955,-0.701886307,ohc,cuatro-o-menos,-0.719302306,2bbl,-1.337786631,-0.090100899,-0.187398476,-0.907006456,0.777340434,0.885740275,1.055192826,-0.788144307
plymouth,gas,std,four,wagon,fwd,front,0.756344487,0.044748884,-0.611133698,2.492301615,-0.039594742,ohc,cuatro-o-menos,-0.112067003,2bbl,0.05339717,0.643622311,-0.414536952,-0.401744707,-0.270357061,-0.186865037,-0.109353765,-0.473833613
plymouth,gas,turbo,two,hatchback,rwd,front,-0.475537182,-0.069006029,0.183271724,-1.44607126,0.505255585,ohc,cuatro-o-menos,0.74818301,spdi,0.932039571,1.919662675,-0.793101079,1.038251276,-0.270357061,-0.953011688,-0.982763709,0.233956242
porsche,gas,std,two,hatchback,rwd,front,-0.708595876,-0.418396117,1.117866339,-1.44607126,0.428244938,ohc,cuatro-o-menos,0.621675655,mpfi,2.213393072,-0.472913008,-0.162160868,0.987725101,0.777340434,-0.953011688,-0.546058737,1.311251418
porsche,gas,std,two,hardtop,rwd,rear,-1.540948356,-0.418396117,-0.424214775,-0.871725216,0.385889082,ohcf,cinco-seis,1.709638906,mpfi,1.481191072,-1.1428342,-0.162160868,2.604562697,1.61549843,-1.259470349,-0.837195385,2.082308534
porsche,gas,std,two,hardtop,rwd,rear,-1.540948356,-0.418396117,-0.424214775,-0.871725216,0.385889082,ohcf,cinco-seis,1.709638906,mpfi,1.481191072,-1.1428342,-0.162160868,2.604562697,1.61549843,-1.259470349,-0.837195385,2.171384655
porsche,gas,std,two,convertible,rwd,rear,-1.540948356,-0.418396117,-0.424214775,-0.871725216,0.470600794,ohcf,cinco-seis,1.709638906,mpfi,1.481191072,-1.1428342,-0.162160868,2.604562697,1.61549843,-1.259470349,-0.837195385,2.338325438
porsche,gas,std,two,hatchback,rwd,front,-0.059360943,0.134127744,2.987055569,-1.322997108,1.560301449,dohcv,ocho-doce,1.937352145,mpfi,2.213393072,-0.472913008,-0.035972825,4.650872778,1.301189181,-1.259470349,-0.400490413,-1.403774728
renault,gas,std,four,wagon,fwd,front,-0.442243083,0.605398096,0.276731186,0.605164613,0.045116969,ohc,cuatro-o-menos,0.140947707,mpfi,0.456108271,2.047266712,-0.364061735,-0.907006456,0.777340434,-0.340094367,0.036214559,-0.392688322
renault,gas,std,two,hatchback,fwd,front,-0.442243083,0.223506603,0.323460917,-1.322997108,-0.183989706,ohc,cuatro-o-menos,0.140947707,mpfi,0.456108271,2.047266712,-0.364061735,-0.907006456,0.777340434,-0.340094367,0.036214559,-0.269093137
saab,gas,std,two,hatchback,fwd,front,0.057168404,1.019790991,0.276731186,0.97438707,0.197212997,ohc,cuatro-o-menos,-0.137368474,mpfi,0.748989071,-0.600517045,-0.210112324,0.154043216,0.253491687,-0.646553028,-0.400490413,0.087149016
saab,gas,std,four,sedan,fwd,front,0.057168404,1.019790991,0.276731186,0.97438707,0.268447846,ohc,cuatro-o-menos,-0.137368474,mpfi,0.748989071,-0.600517045,-0.212636084,0.154043216,0.253491687,-0.646553028,-0.400490413,0.139797561
saab,gas,std,two,hatchback,fwd,front,0.057168404,1.019790991,0.276731186,0.97438707,0.29155104,ohc,cuatro-o-menos,-0.137368474,mpfi,-2.912020933,-3.790617956,-0.212636084,0.154043216,0.253491687,-0.646553028,-0.400490413,0.558162618
saab,gas,std,four,sedan,fwd,front,0.057168404,1.019790991,0.276731186,0.97438707,0.389739615,ohc,cuatro-o-menos,-0.137368474,mpfi,0.748989071,-0.600517045,-0.212636084,0.154043216,0.253491687,-0.646553028,-0.400490413,0.618962763
saab,gas,turbo,two,hatchback,fwd,front,0.057168404,1.019790991,0.276731186,0.97438707,0.486002924,dohc,cuatro-o-menos,-0.137368474,mpfi,0.748989071,-0.600517045,-0.28834891,1.417197588,0.777340434,-0.953011688,-0.691627061,0.929537706
saab,gas,turbo,four,sedan,fwd,front,0.057168404,1.019790991,0.276731186,0.97438707,0.561088304,dohc,cuatro-o-menos,-0.137368474,mpfi,0.748989071,-0.600517045,-0.28834891,1.417197588,0.777340434,-0.953011688,-0.691627061,0.980051685
subaru,gas,std,two,hatchback,fwd,front,-0.841772273,-1.393438225,-1.171890467,-0.010206149,-0.973348838,ohcf,cuatro-o-menos,-0.744603777,2bbl,1.041869871,-2.865488692,-0.28834891,-0.881743369,-0.47989656,0.885740275,0.764056178,-1.571702744
subaru,gas,std,two,hatchback,fwd,front,-0.841772273,-1.312184716,-1.078431005,-0.010206149,-0.838580205,ohcf,cuatro-o-menos,-0.466287597,2bbl,1.041869871,-1.972260437,-0.364061735,-0.780691019,-1.527594054,0.119593624,0.036214559,-0.938069142
subaru,gas,std,two,hatchback,4wd,front,-0.908360471,-1.360936822,-0.984971544,0.8102882,-0.607548264,ohcf,cuatro-o-menos,-0.466287597,2bbl,1.041869871,-1.972260437,-0.364061735,-0.780691019,-1.527594054,0.119593624,0.036214559,-0.789702958
subaru,gas,std,four,sedan,fwd,front,-0.259125538,-0.16651024,-0.237295852,-0.502502759,-0.790448551,ohcf,cuatro-o-menos,-0.466287597,2bbl,1.041869871,-1.972260437,-0.162160868,-0.553323232,-0.689436059,1.038969605,0.909624502,-0.91772381
subaru,gas,std,four,sedan,fwd,front,-0.259125538,-0.16651024,-0.237295852,-0.502502759,-0.703811573,ohcf,cuatro-o-menos,-0.466287597,2bbl,1.041869871,-1.972260437,-0.162160868,-0.553323232,-1.527594054,0.426052284,0.327351206,-0.74550213
subaru,gas,std,four,sedan,fwd,front,-0.259125538,-0.16651024,-0.237295852,-0.502502759,-0.415021647,ohcf,cuatro-o-menos,-0.466287597,mpfi,1.041869871,-1.972260437,-0.28834891,-0.250166183,0.148721937,0.119593624,0.181782883,-0.256156282
subaru,gas,std,four,sedan,4wd,front,-0.292419637,-0.16651024,-0.237295852,0.235942156,-0.328384669,ohcf,cuatro-o-menos,-0.466287597,2bbl,1.041869871,-1.972260437,-0.28834891,-0.553323232,-0.689436059,-0.186865037,-0.837195385,-0.405911885
subaru,gas,turbo,four,sedan,4wd,front,-0.292419637,-0.16651024,-0.237295852,0.235942156,-0.087726397,ohcf,cuatro-o-menos,-0.466287597,mpfi,1.041869871,-1.972260437,-0.61643782,0.179306303,-0.689436059,-0.186865037,-0.254922089,-0.013935523
subaru,gas,std,four,wagon,fwd,front,-0.292419637,-0.044629976,-0.237295852,-0.297379171,-0.511284955,ohcf,cuatro-o-menos,-0.466287597,2bbl,1.041869871,-1.972260437,-0.28834891,-0.553323232,-0.689436059,0.426052284,0.181782883,-0.826424953
subaru,gas,std,four,wagon,fwd,front,-0.292419637,-0.044629976,-0.237295852,-0.297379171,-0.193616036,ohcf,cuatro-o-menos,-0.466287597,mpfi,1.041869871,-1.972260437,-0.28834891,-0.250166183,0.148721937,-0.033635707,0.036214559,-0.2094975
subaru,gas,std,four,wagon,4wd,front,-0.309066686,-0.036504625,-0.237295852,0.48209046,-0.261000353,ohcf,cuatro-o-menos,-0.466287597,2bbl,1.041869871,-1.972260437,-0.28834891,-0.553323232,-0.689436059,-0.340094367,-0.254922089,-0.685926803
subaru,gas,turbo,four,wagon,4wd,front,-0.309066686,-0.036504625,-0.237295852,0.48209046,0.181810868,ohcf,cuatro-o-menos,-0.466287597,mpfi,1.041869871,-1.972260437,-0.61643782,0.179306303,-0.689436059,-0.340094367,-1.128332032,0.060965112
toyota,gas,std,two,hatchback,fwd,front,-0.508831281,-1.247181909,-1.078431005,0.31799159,-1.098491139,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.044905831,-0.728121081,-0.28834891,-1.058584981,-0.689436059,1.498657596,1.20076115,-1.484846563
toyota,gas,std,two,hatchback,fwd,front,-0.508831281,-1.247181909,-1.078431005,0.31799159,-0.992601499,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.044905831,-0.728121081,-0.28834891,-1.058584981,-0.689436059,0.885740275,1.055192826,-1.149267217
toyota,gas,std,four,hatchback,fwd,front,-0.508831281,-1.247181909,-1.078431005,0.31799159,-1.040733154,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.044905831,-0.728121081,-0.28834891,-1.058584981,-0.689436059,0.885740275,1.055192826,-1.103050028
toyota,gas,std,four,wagon,fwd,front,-0.508831281,-0.35339331,-1.078431005,2.205128593,-0.530537617,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.044905831,-0.728121081,-0.28834891,-1.058584981,-0.689436059,0.885740275,0.909624502,-0.976255083
toyota,gas,std,four,wagon,4wd,front,-0.508831281,-0.35339331,-1.078431005,2.205128593,-0.511284955,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.044905831,-0.728121081,-0.28834891,-1.058584981,-0.689436059,0.272822954,0.181782883,-0.714489001
toyota,gas,std,four,wagon,4wd,front,-0.508831281,-0.35339331,-1.078431005,2.205128593,1.067433309,ohc,cuatro-o-menos,-0.871111132,2bbl,-1.044905831,-0.728121081,-0.28834891,-1.058584981,-0.689436059,0.272822954,0.181782883,-0.505762255
toyota,gas,std,four,sedan,fwd,front,-0.508831281,-0.629655241,-0.70459316,-0.297379171,-0.913665586,ohc,cuatro-o-menos,-0.719302306,2bbl,-0.53236443,-0.728121081,-0.28834891,-0.856480281,-0.689436059,0.732510945,0.909624502,-0.970551127
toyota,gas,std,four,hatchback,fwd,front,-0.508831281,-0.629655241,-0.70459316,-0.379428606,-0.859758133,ohc,cuatro-o-menos,-0.719302306,2bbl,-0.53236443,-0.728121081,-0.28834891,-0.856480281,-0.689436059,0.732510945,0.909624502,-0.89786032
toyota,diesel,std,four,sedan,fwd,front,-0.508831281,-0.629655241,-0.70459316,-0.297379171,-0.540163948,ohc,cuatro-o-menos,-0.415684655,idi,-0.23948363,0.29271121,3.118728231,-1.210163505,-1.318054555,1.345428266,0.764056178,-0.714489001
toyota,diesel,std,four,hatchback,fwd,front,-0.508831281,-0.629655241,-0.70459316,-0.379428606,-0.540163948,ohc,cuatro-o-menos,-0.415684655,idi,-0.23948363,0.29271121,3.118728231,-1.210163505,-1.318054555,1.958345587,2.365307741,-0.742201219
toyota,gas,std,four,sedan,fwd,front,-0.508831281,-0.629655241,-0.70459316,-0.297379171,-0.888637126,ohc,cuatro-o-menos,-0.719302306,2bbl,-0.53236443,-0.728121081,-0.28834891,-0.856480281,-0.689436059,1.958345587,2.365307741,-0.754927327
toyota,gas,std,four,hatchback,fwd,front,-0.508831281,-0.629655241,-0.70459316,-0.379428606,-0.834729673,ohc,cuatro-o-menos,-0.719302306,2bbl,-0.53236443,-0.728121081,-0.28834891,-0.856480281,-0.689436059,0.426052284,0.47291953,-0.602636989
toyota,gas,std,four,sedan,fwd,front,-0.508831281,-0.629655241,-0.70459316,-0.379428606,-0.800074882,ohc,cuatro-o-menos,-0.719302306,2bbl,-0.53236443,-0.728121081,-0.28834891,-0.856480281,-0.689436059,0.426052284,0.47291953,-0.40056915
toyota,gas,std,two,sedan,rwd,front,-0.708595876,-0.434646819,-0.891512082,-0.461478041,-0.744242163,ohc,cuatro-o-menos,-0.719302306,2bbl,-0.53236443,-0.728121081,-0.28834891,-0.856480281,-0.689436059,0.579281614,0.47291953,-0.674861725
toyota,gas,std,two,hatchback,rwd,front,-0.708595876,-0.434646819,-0.891512082,-0.461478041,-0.676857847,ohc,cuatro-o-menos,-0.719302306,2bbl,-0.53236443,-0.728121081,-0.28834891,-0.856480281,-0.689436059,0.579281614,0.47291953,-0.631210861
toyota,gas,std,two,sedan,rwd,front,-0.708595876,-0.434646819,-0.891512082,-0.461478041,-0.55941661,dohc,cuatro-o-menos,-0.719302306,mpfi,-0.34931393,-0.568616036,-0.187398476,0.204569391,3.082274922,0.119593624,-0.254922089,-0.392050712
toyota,gas,std,two,hatchback,rwd,front,-0.708595876,-0.434646819,-0.891512082,-0.461478041,-0.492032294,dohc,cuatro-o-menos,-0.719302306,mpfi,-0.34931393,-0.568616036,-0.187398476,0.204569391,3.082274922,0.119593624,-0.254922089,-0.3416972
toyota,gas,std,two,hardtop,rwd,front,-0.059360943,0.174754498,-0.143836391,-0.707626346,-0.029968412,ohc,cuatro-o-menos,0.4951683,mpfi,1.041869871,0.771226347,-0.212636084,0.305621741,-0.689436059,-0.186865037,-0.109353765,-0.581240667
toyota,gas,std,two,hardtop,rwd,front,-0.059360943,0.174754498,-0.143836391,-0.707626346,-0.037669476,ohc,cuatro-o-menos,0.4951683,mpfi,1.041869871,0.771226347,-0.212636084,0.305621741,-0.689436059,-0.186865037,-0.109353765,-0.320884501
toyota,gas,std,two,hatchback,rwd,front,-0.059360943,0.174754498,-0.143836391,-0.707626346,-0.008790484,ohc,cuatro-o-menos,0.4951683,mpfi,1.041869871,0.771226347,-0.212636084,0.305621741,-0.689436059,-0.186865037,-0.109353765,-0.250411667
toyota,gas,std,two,hardtop,rwd,front,-0.059360943,0.174754498,-0.143836391,-0.707626346,0.237643587,ohc,cuatro-o-menos,0.4951683,mpfi,1.041869871,0.771226347,-0.212636084,0.305621741,-0.689436059,-0.186865037,-0.109353765,-0.024493116
toyota,gas,std,two,hatchback,rwd,front,-0.059360943,0.174754498,-0.143836391,-0.707626346,0.305027903,ohc,cuatro-o-menos,0.4951683,mpfi,1.041869871,0.771226347,-0.212636084,0.305621741,-0.689436059,-0.186865037,-0.109353765,0.036312375
toyota,gas,std,two,convertible,rwd,front,-0.059360943,0.174754498,-0.143836391,-0.297379171,0.807522375,ohc,cuatro-o-menos,0.4951683,mpfi,1.041869871,0.771226347,-0.212636084,0.305621741,-0.689436059,-0.186865037,-0.109353765,0.876468642
toyota,gas,std,four,sedan,fwd,front,0.606521041,0.126002393,0.276731186,0.48209046,-0.441975373,ohc,cuatro-o-menos,-0.112067003,mpfi,-0.09304323,0.898830384,-0.364061735,-0.300692358,-1.946673052,0.579281614,0.47291953,-0.467862606
toyota,diesel,turbo,four,sedan,fwd,front,0.606521041,0.126002393,0.276731186,0.48209046,-0.145484382,ohc,cuatro-o-menos,-0.415684655,idi,-0.23948363,0.29271121,3.118728231,-0.780691019,-1.318054555,0.732510945,0.327351206,-0.114923132
toyota,gas,std,four,hatchback,fwd,front,0.606521041,0.126002393,0.276731186,0.071843286,-0.27255195,ohc,cuatro-o-menos,-0.112067003,mpfi,-0.09304323,0.898830384,-0.364061735,-0.300692358,-1.946673052,0.272822954,0.181782883,-0.25060948
toyota,gas,std,four,sedan,fwd,front,0.606521041,0.126002393,0.276731186,0.48209046,-0.27255195,ohc,cuatro-o-menos,-0.112067003,mpfi,-0.09304323,0.898830384,-0.364061735,-0.300692358,-1.946673052,0.272822954,0.181782883,-0.078325516
toyota,gas,std,four,hatchback,fwd,front,0.606521041,0.126002393,0.276731186,0.071843286,-0.187840238,ohc,cuatro-o-menos,-0.112067003,mpfi,-0.09304323,0.898830384,-0.364061735,-0.300692358,-1.946673052,0.272822954,0.181782883,-0.015866864
toyota,gas,std,two,hatchback,rwd,front,0.689756289,0.767905114,0.837487955,-0.707626346,0.809447641,dohc,cinco-seis,1.127705074,mpfi,-0.23948363,0.29271121,-0.212636084,1.442460675,0.148721937,-0.799782358,-0.982763709,0.748152433
toyota,gas,std,two,hatchback,rwd,front,0.689756289,0.767905114,0.837487955,-0.707626346,0.886458288,dohc,cinco-seis,1.127705074,mpfi,-0.23948363,0.29271121,-0.212636084,1.442460675,0.148721937,-0.953011688,-0.982763709,0.680172063
toyota,gas,std,four,sedan,rwd,front,0.956109082,1.117295202,0.276731186,0.153892721,1.107863898,dohc,cinco-seis,1.127705074,mpfi,-0.23948363,0.29271121,-0.237873693,1.316145238,0.148721937,-0.799782358,-0.982763709,0.641761271
toyota,gas,std,four,wagon,rwd,front,0.956109082,1.117295202,0.276731186,0.153892721,1.146369222,dohc,cinco-seis,0.874690364,mpfi,-0.23948363,0.29271121,-0.237873693,1.316145238,0.148721937,-0.953011688,-0.982763709,0.649302687
volkswagen,diesel,std,two,sedan,fwd,front,-0.242478488,-0.190886292,-0.190566121,0.8102882,-0.567117675,ohc,cuatro-o-menos,-0.744603777,idi,-1.191346231,0.452216256,3.244916274,-1.311215855,-0.689436059,1.805116257,2.219739417,-0.74550213
volkswagen,gas,std,two,sedan,fwd,front,-0.242478488,-0.190886292,-0.190566121,0.8102882,-0.667231516,ohc,cuatro-o-menos,-0.440986126,mpfi,-0.53236443,0.452216256,-0.28834891,-0.47753397,0.253491687,0.272822954,0.47291953,-0.695319146
volkswagen,diesel,std,four,sedan,fwd,front,-0.242478488,-0.190886292,-0.190566121,0.8102882,-0.561341876,ohc,cuatro-o-menos,-0.744603777,idi,-1.191346231,0.452216256,3.244916274,-1.311215855,-0.689436059,1.805116257,2.219739417,-0.690370243
volkswagen,gas,std,four,sedan,fwd,front,-0.242478488,-0.190886292,-0.190566121,0.8102882,-0.661455717,ohc,cuatro-o-menos,-0.440986126,mpfi,-0.53236443,0.452216256,-0.28834891,-0.47753397,0.253491687,0.272822954,0.47291953,-0.641551236
volkswagen,gas,std,four,sedan,fwd,front,-0.242478488,-0.190886292,-0.190566121,0.8102882,-0.540163948,ohc,cuatro-o-menos,-0.440986126,mpfi,-0.53236443,0.452216256,-0.28834891,-0.47753397,0.253491687,0.272822954,0.47291953,-0.570512472
volkswagen,diesel,turbo,four,sedan,fwd,front,-0.242478488,-0.190886292,-0.190566121,0.8102882,-0.455452236,ohc,cuatro-o-menos,-0.744603777,idi,-1.191346231,0.452216256,3.244916274,-0.907006456,-1.318054555,1.805116257,1.637466121,-0.350625025
volkswagen,gas,std,four,sedan,fwd,front,-0.242478488,-0.190886292,-0.190566121,0.8102882,-0.492032294,ohc,cuatro-o-menos,-0.440986126,mpfi,-0.53236443,0.452216256,-0.035972825,-0.098587658,0.777340434,0.119593624,0.181782883,-0.249225209
volkswagen,gas,std,two,convertible,fwd,front,-0.708595876,-1.198429804,-0.798052621,0.769263482,-0.580594538,ohc,cuatro-o-menos,-0.440986126,mpfi,-0.53236443,0.452216256,-0.414536952,-0.351218533,0.777340434,-0.186865037,-0.254922089,0.044166606
volkswagen,gas,std,two,hatchback,fwd,front,-0.708595876,-0.678407346,-0.891512082,-0.953774651,-0.644128322,ohc,cuatro-o-menos,-0.440986126,mpfi,-0.53236443,0.452216256,-0.414536952,-0.351218533,0.777340434,-0.186865037,-0.254922089,-0.252192692
volkswagen,gas,std,four,sedan,fwd,front,0.273580049,0.499768534,0.463650109,0.564139895,0.202988796,ohc,cinco-seis,0.24215359,mpfi,-0.53236443,0.452216256,-0.414536952,0.154043216,0.777340434,-0.953011688,-0.982763709,0.314490487
volkswagen,diesel,turbo,four,sedan,fwd,front,0.273580049,0.499768534,0.463650109,0.564139895,0.045116969,ohc,cuatro-o-menos,-0.744603777,idi,-1.191346231,0.452216256,3.244916274,-0.907006456,-1.318054555,1.192198936,1.055192826,0.394583754
volkswagen,gas,std,four,wagon,fwd,front,0.273580049,0.73540371,0.463650109,0.564139895,0.01431271,ohc,cuatro-o-menos,-0.440986126,mpfi,-0.53236443,0.452216256,-0.28834891,-0.401744707,0.777340434,-0.033635707,0.036214559,0.159184622
volvo,gas,std,four,sedan,rwd,front,0.922814983,1.198548711,0.603839301,1.015411787,0.686230606,ohc,cuatro-o-menos,0.368660945,mpfi,1.627631472,-0.345308972,-0.162160868,0.255095566,0.567800935,-0.340094367,-0.400490413,0.261014662
volvo,gas,std,four,wagon,rwd,front,0.922814983,1.198548711,0.603839301,1.548733114,0.921113079,ohc,cuatro-o-menos,0.368660945,mpfi,1.627631472,-0.345308972,-0.162160868,0.255095566,0.567800935,-0.340094367,-0.400490413,0.332244396
volvo,gas,std,four,sedan,rwd,front,0.922814983,1.198548711,0.603839301,1.015411787,0.730511728,ohc,cuatro-o-menos,0.368660945,mpfi,1.627631472,-0.345308972,-0.162160868,0.255095566,0.567800935,-0.186865037,-0.400490413,0.678565832
volvo,gas,std,four,wagon,rwd,front,0.922814983,1.198548711,0.603839301,1.548733114,0.936515209,ohc,cuatro-o-menos,0.368660945,mpfi,1.627631472,-0.345308972,-0.162160868,0.255095566,0.567800935,-0.186865037,-0.400490413,0.743014614
volvo,gas,turbo,four,sedan,rwd,front,0.922814983,1.198548711,0.603839301,1.015411787,0.942291007,ohc,cuatro-o-menos,0.090344765,mpfi,1.041869871,-0.345308972,-0.666913037,1.467723762,-0.060817562,-1.259470349,-1.273900356,0.958714018
volvo,gas,turbo,four,wagon,rwd,front,0.922814983,1.198548711,0.603839301,1.548733114,1.157920819,ohc,cuatro-o-menos,0.090344765,mpfi,1.041869871,-0.345308972,-0.666913037,1.467723762,-0.060817562,-1.259470349,-1.273900356,1.014762724
volvo,gas,std,four,sedan,rwd,front,1.721873363,1.198548711,1.398244724,0.728238765,0.763241253,ohc,cuatro-o-menos,0.368660945,mpfi,1.627631472,-0.345308972,-0.162160868,0.255095566,0.567800935,-0.340094367,-0.400490413,0.782106422
volvo,gas,turbo,four,sedan,rwd,front,1.721873363,1.198548711,1.351514993,0.728238765,0.949992072,ohc,cuatro-o-menos,0.368660945,mpfi,1.627631472,-0.345308972,-0.364061735,1.417197588,0.358261436,-0.953011688,-0.837195385,1.024643289
volvo,gas,std,four,sedan,rwd,front,1.721873363,1.198548711,1.398244724,0.728238765,0.878757223,ohcv,cinco-seis,1.178308016,mpfi,0.895429471,-1.238537227,-0.338824127,0.760357314,0.777340434,-1.106241019,-1.128332032,1.262832683
volvo,diesel,turbo,four,sedan,rwd,front,1.721873363,1.198548711,1.398244724,0.728238765,1.273436789,ohc,cinco-seis,0.469866829,idi,-1.191346231,0.452216256,3.244916274,0.052990866,-0.689436059,0.119593624,-0.546058737,1.351402217
volvo,gas,turbo,four,sedan,rwd,front,1.721873363,1.198548711,1.398244724,0.728238765,0.975020532,ohc,cuatro-o-menos,0.368660945,mpfi,1.627631472,-0.345308972,-0.162160868,0.255095566,0.567800935,-0.953011688,-0.837195385,1.364984999
